equivocal,模稜兩可的,"Her answer was equivocal, leaving us more confused.",她的回答模稜兩可，反而讓我們更困惑。
admonition,警告；告誡,She received an admonition for missing the deadline.,她因錯過截止日期而受到告誡。
adulterate,摻雜，弄假,The factory was fined for adulterating its products.,該工廠因對產品進行摻雜而被罰款。
affinity,親和性；密切關係,He felt an immediate affinity with the mountain landscape.,他立刻對那片山景產生了親近感。
anachronism,時代錯誤，過時現象,The sword in that sci-fi film was a glaring anachronism.,那部科幻片中的劍顯得格外不合時宜。
annotate,註釋；加評註,Please annotate the document with your comments.,請在文件上加上你的註解。
anthropomorphic,擬人化的,The movie gave the robots anthropomorphic characteristics.,這部電影賦予機器人擬人的特徵。
apprise,通知，告知,They apprised us of the schedule change.,他們已經通知我們行程變動。
approbation,認可；讚許,Her proposal met with widespread approbation.,她的提案獲得了廣泛的讚許。
archaic,古老的；過時的,The manuscript contained archaic spellings.,那份手稿裡有許多過時的拼寫。
aspire,渴望，追求,She aspires to become a leader in sustainable energy.,她渴望成為可持續能源領域的領袖。
assuage,緩和；減輕,The apology did little to assuage his anger.,那句道歉對平息他的怒火幾乎沒有作用。
attenuate,削弱，減弱,Sound is attenuated as it travels through water.,聲音在水中傳播時會被衰減。
axiomatic,不言自明的；公理的,It is axiomatic that change is constant in nature.,“變化是自然常態”這一說法是不言自明的。
banality,陳詞濫調；平庸,The lecture was full of banality and offered no insights.,那場演講充斥著陳詞濫調，毫無新意。
bastion,堡壘；精神支柱,The fortress served as a bastion against invaders.,那座要塞成為抵禦敵軍的堅固堡壘。
belie,掩飾；與…不符,His calm tone belied the worry he felt inside.,他平靜的語調掩飾了心中的焦慮。
benign,良性的；仁慈的,The tumor turned out to be benign.,那腫瘤結果是良性的。
blandishment,阿諛；甜言蜜語,His blandishments failed to win her favor.,他的甜言蜜語未能贏得她的好感。
bombastic,誇大的；言過其實的,The politician’s speech was full of bombastic promises.,那位政治家的演講滿是浮誇的承諾。
brazen,公然的；無恥的,She made a brazen attempt to steal the show.,她公然試圖搶風頭。
cacophony,刺耳的聲音；雜音,The city streets were filled with a cacophony of horns.,城市街道上充斥著汽車喇叭的刺耳雜音。
cajole,哄騙；勸誘,He tried to cajole her into joining the project.,他試圖哄騙她參加這個專案。
capacious,寬敞的；容量大的,Her capacious luggage held everything she needed.,她那個大容量的行李箱裝下了所有必需品。
carping,挑剔的；吹毛求疵的,His carping critiques discouraged the whole team.,他吹毛求疵的批評讓整個團隊士氣低落。
cavalier,漫不經心的；傲慢的,He showed a cavalier disregard for safety rules.,他對安全規則毫不在意，態度輕率。
charlatan,冒充者；騙子,The self-proclaimed guru turned out to be a charlatan.,那位自封的大師結果是個騙子。
chasm,深淵；巨大差距,A chasm separated the two cultures.,兩種文化之間存在著深刻的鴻溝。
champion (v.),擁護；支持,She has long championed women’s rights.,她長期以來一直是婦女權益的擁護者。
circuitous,迂迴的；繞行的,They took a circuitous route to avoid traffic.,他們繞遠路以避開塞車。
clandestine,秘密的；暗中的,They held clandestine meetings in the old barn.,他們在那座破舊的穀倉中秘密開會。
coerce,強制；脅迫,He was coerced into signing the confession.,他在威脅下被迫簽下供詞。
colloquial,口語的；通俗的,The novel’s colloquial style made it very readable.,小說的口語風格讓人讀起來輕鬆易懂。
conciliate,安撫；調解,Efforts to conciliate both parties finally succeeded.,安撫雙方的努力最終取得了成功。
concomitant,伴隨的；同時發生的,Economic growth and environmental damage are often concomitant.,經濟增長和環境破壞常常同時發生。
condone,寬恕；縱容,We cannot condone such reckless behavior.,我們不能縱容這種魯莽行為。
configuration,配置；結構,The software’s configuration can be customized.,該軟體的配置可以自訂。
connoisseur,鑑賞家；行家,"As a wine connoisseur, he knew every vineyard’s reputation.",作為一位葡萄酒鑑賞家，他瞭解每個酒莊的聲譽。
consecrate,奉獻；使神聖,The chapel was consecrated last autumn.,那座小教堂於去年秋天舉行了奉獻儀式。
constituent,成分；選民,Each constituent voiced unique concerns at the town hall.,每位選民在市政廳大會上提出了不同的關切。
consummate,完美的；(v.)完成,Her performance was consummate in every detail.,她的演出在每個細節上都近乎完美。
contiguous,鄰近的；連接的,The two properties are contiguous and share a fence.,這兩塊地相鄰，共用一面籬笆。
contrite,悔罪的；懊悔的,He appeared genuinely contrite for his mistakes.,他對自己的錯誤表現得真誠悔恨。
convene,召集；集合,The board will convene tomorrow morning.,董事會將於明天早上召開。
conversant,熟悉的；精通的,She is conversant with the latest research methods.,她熟悉最新的研究方法。
copious,豐富的；大量的,He took copious notes during the lecture.,他在講座中做了大量筆記。
countenance,面容；支持 (n./v.),The manager’s stern countenance revealed his displeasure.,經理嚴肅的表情顯露出他的不滿。
cursory,匆忙的；草率的,He gave the report only a cursory glance.,他只草草瞥了一眼報告。
daunt,使氣餒；嚇倒,The steep climb did not daunt the experienced hikers.,陡峭的山路並未嚇倒這些經驗豐富的登山者。
judicious,明智的；審慎的,A judicious decision can save both time and resources.,一個明智的決定能節省時間和資源。
juxtapose,並列；並置,The artist juxtaposed light and shadow to dramatic effect.,藝術家將光與影並置，營造戲劇效果。
ken,知識範圍；視野,"Mathematics is outside my ken, but I admire its elegance.",數學超出我的知識範圍，但我欣賞它的優美。
lachrymose,愛哭的；淚汪汪的,The movie’s lachrymose ending left the audience in tears.,電影淒美的結尾讓觀眾淚流滿面。
latent,潛在的；隱藏的,There was a latent talent in her that flourished with practice.,她潛藏的天賦在練習中綻放。
legerdemain,魔術巧技；手法,The magician’s legerdemain left us spellbound.,魔術師的巧手魔法讓我們心醉神迷。
lenient,寬大的；仁慈的,The teacher was lenient with late submissions.,老師對遲交作業很寬容。
lethal,致命的；致死的,The snake’s venom can be lethal if untreated.,如果不及時治療，蛇毒可能致命。
loquacious,多話的；健談的,My loquacious friend rarely lets me get a word in.,我那能侃善談的朋友很少讓我插話。
lucid,清晰的；明白易懂的,Her explanation was so lucid that everyone understood.,她的解釋如此清晰，大家都聽懂了。
lugubrious,悲傷的；憂鬱的,The abandoned house had a lugubrious aura.,廢棄的房子散發出憂鬱的氛圍。
luminous,發光的；光明的,The luminous display lit up the night sky.,發光的展演照亮了夜空。
magnate,巨頭；要人,A tech magnate donated millions to the charity.,一位科技大亨向慈善機構捐贈了數百萬。
malleable,可塑的；可改變的,Young minds are malleable and quick to learn.,年輕的頭腦具有可塑性，學習迅速。
manifest,明顯的；表明,His joy was manifest in his smile.,他的喜悅在笑容中表露無遺。
maverick,特立獨行的人；異端,She’s a maverick in the fashion industry.,她是時尚界的異軍突起者。
mendacious,虛假的；說謊的,The politician’s mendacious statements were exposed.,那位政治家的謊言被揭露。
mercurial,易變的；水銀般的,His mercurial temper made him unpredictable.,他易變的脾氣讓人難以預測。
meticulous,一絲不苟的；精確的,She is meticulous in every detail of her work.,她對工作中的每個細節都一絲不苟。
mitigate,緩和；減輕,"To mitigate risks, they diversified their investments.",為降低風險，他們分散了投資。
modicum,少量；些許,He showed only a modicum of interest in the project.,他對這項目僅表現出一點興趣。
moot,無實際意義的；可討論的,The point is moot once the decision is made.,決定既定後，這個問題就沒有實際意義。
moribund,瀕死的；停滯的,The moribund industry needed fresh ideas.,停滯不前的行業需要新思路。
multifaceted,多方面的；多元的,The problem is multifaceted and requires various solutions.,這個問題多方面交織，需要多種解決方案。
mundane,世俗的；平凡的,He longed to escape his mundane routine.,他渴望逃離平凡的日常生活。
munificent,慷慨的；豐厚的,Their munificent gift transformed the community center.,他們慷慨的捐贈改造了社區中心。
myriad,無數的；多樣的,A myriad of stars filled the sky.,無數的星星點綴天空。
neologism,新詞；新義,The tech blog coined several neologisms this year.,那家科技博客今年創造了幾個新詞。
nebulous,模糊的；不清楚的,His explanation remained nebulous and confusing.,他的解釋依然模糊不清，令人困惑。
nonchalant,漠不關心的；冷淡的,"He played it cool, looking completely nonchalant.",他表現得毫不在意，看起來很冷漠。
obfuscate,使模糊；使困惑,The report’s data seemed designed to obfuscate the truth.,報告中的數據彷彿是為了混淆真相而設。
obstreperous,喧嚷的；難管教的,The obstreperous crowd refused to stay quiet.,吵鬧的人群拒絕保持安靜。
onerous,繁重的；麻煩的,The obligation proved more onerous than expected.,這項義務比預期更繁重。
opulent,富麗堂皇的；華美的,The palace was decorated in opulent style.,宮殿裝飾富麗堂皇。
ostentatious,誇示的；炫耀的,His ostentatious display of wealth annoyed many.,他炫耀財富的行為惹惱了很多人。
palliate,緩解；減輕,The medication helped palliate her pain.,那種藥物有助於緩解她的疼痛。
paradigm,範例；典範,The new theory offered a paradigm shift.,新理論帶來了範式轉移。
pariah,被排斥者；賤民,"After the scandal, he became a social pariah.",醜聞後，他成了社交圈的邊緣人。
penchant,傾向；嗜好,She has a penchant for vintage fashion.,她熱衷於復古時尚。
perfidious,不忠的；背叛的,His perfidious friend stole his ideas.,他那不忠的朋友竊取了他的想法。
perfunctory,草率的；敷衍的,He gave a perfunctory nod and walked away.,他草率點頭後便走開了。
placate,撫慰；安撫,"To placate the customer, they offered a full refund.",為安撫顧客，他們提供了全額退款。
plenitude,充分；豐富,The garden offered a plenitude of colorful blooms.,花園提供了豐富多彩的花朵。
politic,審慎的；精明的,It was politic to wait for further information.,等待更多資訊是明智之舉。
precipitate,促成；降水,His resignation may precipitate a leadership crisis.,他的辭職可能引發領導危機。
prevaricate,支吾其詞；推諉,Politicians often prevaricate when faced with tough questions.,遇到尖銳問題時，政治人物常常支吾其詞。
proclivity,傾向；癖好,He showed a proclivity for creative problem-solving.,他展現了解決問題的創造性傾向。
proliferate,擴散；激增,Social media platforms continue to proliferate.,社交媒體平台持續激增。
promulgate,宣布；頒布,The government promulgated new safety regulations.,政府頒布了新的安全法規。
propensity,傾向；習性,She has a propensity for taking risks.,她有冒險的傾向。
protean,變化多端的；多才多藝的,His protean skills made him invaluable to the team.,他的多才多藝讓團隊離不開他。
abjure,發誓放棄；公開放棄,He abjured his former beliefs after the scandal.,醜聞後，他公開放棄了以往的信念。
accede,同意；加入,The government acceded to the demands of the protesters.,政府同意了抗議者的訴求。
accrue,累積；增大,Interest will accrue on the loan from the date of issue.,貸款從發放之日起會累積利息。
ameliorate,改善；緩和,The new measures will ameliorate living conditions in the slums.,這些新措施將改善貧民窟的生活條件。
anathematic,極為憎惡的；遭到詛咒的,His actions were anathematic to the entire community.,他的行為受到整個社區的強烈譴責。
antipathy,反感；厭惡,She felt a deep antipathy toward the idea of injustice.,她對不公的想法深感厭惡。
apotheosis,頂峰；神化,The victory was the apotheosis of their season.,那場勝利是他們這個賽季的巔峰。
asseverate,鄭重聲明；斷言,She asseverated that she had never seen him before.,她鄭重聲明從未見過他。
assiduous,刻苦的；勤勉的,His assiduous efforts earned him top marks.,他勤勉不懈，獲得了最高分。
augur,預示；預言,The dark clouds augur a storm.,烏雲預示著暴風雨即將來臨。
baleful,有害的；惡意的,His baleful glare made everyone uneasy.,他惡意的凝視讓人不寒而慄。
blithe,無憂無慮的；輕率的,She had a blithe disregard for the rules.,她隨意無視規則，毫不在意。
bumptious,傲慢的；自誇的,His bumptious behavior alienated his friends.,他自誇自大的行為疏遠了朋友。
capitulate,投降；屈服,The army capitulated after weeks of fierce fighting.,經過數週激戰後，軍隊不得不投降。
coalesce,聯合；合併,Various factions coalesced into a single movement.,各派系最終合併成一個運動。
commensurate,相稱的；同量的,Salary will be commensurate with experience.,薪資將與經驗相符。
compunction,疑慮；良心的不安,He had no compunction about evading taxes.,他對逃稅毫無愧疚之心。
contumacious,頑抗的；不服從的,The contumacious student was sent to the principal’s office.,那位不服管教的學生被送到校長辦公室。
contravene,違反；抵觸,His actions contravene company policy.,他的行為違反了公司政策。
corporeal,身體的；物質的,The ghost lacked any corporeal form.,那個幽靈沒有任何實體形態。
credulous,輕信的；易受騙的,The con artist targeted credulous victims.,那騙子專挑易受騙的人下手。
decry,強烈譴責；公開抨擊,Activists decried the new law as unjust.,活動家強烈譴責這條新法不公平。
defray,支付；負擔(費用),The scholarship will defray tuition costs.,獎學金將支付學費。
demagogue,煽動者；群眾領袖,The demagogue stirred up public anger.,這位煽動者激起了公眾的憤怒。
desuetude,廢止；不用,The old customs fell into desuetude.,這些舊習俗逐漸被棄置不用。
diaphanous,透明的；精緻的,She wore a diaphanous gown that floated around her.,她穿著一件飄逸透明的長袍。
dissemble,掩飾；假裝,He dissembled his true feelings.,他掩飾了自己的真實情感。
ebullient,熱情洋溢的；沸騰的,Her ebullient personality lit up the room.,她充滿朝氣的個性讓整個房間都活了起來。
effulgent,光輝的；燦爛的,The sunrise was truly effulgent.,日出時分景象燦爛奪目。
emollient,潤膚的；緩和劑,"The lotion had a soothing, emollient effect on her skin.",乳液對她的皮膚有舒緩滋潤的效果。
encomium,高度讚揚；頌詞,The retiring professor received an encomium from colleagues.,退休教授收到同僚們的盛大頌詞。
ersatz,偽造的；代用的,The ersatz leather felt cheap and flaky.,那仿皮感覺廉價且易剝落。
evanescent,逐漸消失的；短暫的,Beauty can be evanescent if not cherished.,若不珍惜，美麗轉瞬即逝。
excoriate,嚴厲譴責；剝皮,Critics excoriated the novel for its shallow characters.,評論家嚴厲批評這部小說人物膚淺。
execrate,痛斥；憎惡,People execrated the tyrant’s cruel regime.,人們痛斥暴君的殘酷統治。
exegesis,解釋；註釋,The scholar’s exegesis of the text was groundbreaking.,學者對文本的註解具有開創性意義。
expatiate,詳述；漫遊,He expatiated on the topic for over an hour.,他就該主題詳細講述了一個多小時。
facetious,輕浮的；滑稽的,His facetious tone lightened the serious debate.,他滑稽的語調緩解了嚴肅的辯論氣氛。
fatuous,愚昧的；昏庸的,The suggestion was met with fatuous laughter.,那建議招來愚蠢的笑聲。
feckless,無效的；無力的,His feckless approach led to disaster.,他無能的做法導致了災難。
gainsay,否認；反駁,No one could gainsay her authority.,無人能否認她的權威。
granary,穀倉；糧倉,The region was known as the country’s granary.,該地區被稱為國家的糧倉。
halcyon,寧靜的；繁榮的,They often spoke of those halcyon days.,他們常談起那些寧靜繁榮的歲月。
hegemony,霸權；主導權,The empire’s hegemony extended across continents.,帝國的霸權延伸到各大洲。
hermetic,密封的；深奧的,The lab was kept hermetic to avoid contamination.,實驗室保持密封以防污染。
hinterland,腹地；內陸地區,Traders relied on the coastal city’s access to the hinterland.,商人依賴沿海城市通往內陸的通道。
homiletic,布道的；說教的,His speech had a homiletic quality that bored some listeners.,他的演說帶有說教意味，讓一些聽眾感到厭倦。
imprimatur,認可；批准,The project received official imprimatur from the council.,該專案獲得了議會的正式批准。
impart,傳授；賦予,Teachers impart knowledge to eager students.,老師將知識傳授給渴求的學生。
imprecation,詛咒；惡言,He muttered imprecations under his breath.,他在低聲咒罵。
impugn,質疑；指責,She impugned the testimony’s credibility.,她質疑了證詞的可信度。
inchoate,初步的；未成形的,The idea was still inchoate and needed refinement.,這個想法仍處於初步階段，需要進一步完善。
indurate,使硬化；使無情,Years of hardship had indurated his heart.,多年艱苦使他的心變得堅硬無情。
insurgent,起義者；造反的,The insurgent forces overran the capital.,起義軍佔領了首都。
interdict,禁止；制止,The authorities interdicted the shipment.,當局禁止了該批貨物。
intransigent,不妥協的；固執的,Both sides remained intransigent during negotiations.,談判期間雙方都固執己見，毫不妥協。
invective,辱罵；惡言,His speech was filled with invective against his rivals.,他的演講充斥著對競爭對手的辱罵。
inveterate,根深蒂固的；積習難改的,He was an inveterate gambler despite repeated losses.,儘管屢屢失敗，他仍是個根深蒂固的賭徒。
itinerant,巡迴的；流動的,The itinerant preacher traveled from town to town.,那位巡迴傳道者在各鎮間奔走。
abjure,發誓放棄；公開放棄,He abjured his former beliefs after the scandal.,醜聞後，他公開放棄了以往的信念。
accede,同意；加入,The government acceded to the demands of the protesters.,政府同意了抗議者的訴求。
accrue,累積；增大,Interest will accrue on the loan from the date of issue.,貸款從發放之日起會累積利息。
ameliorate,改善；緩和,The new measures will ameliorate living conditions in the slums.,這些新措施將改善貧民窟的生活條件。
anathematic,極為憎惡的；遭到詛咒的,His actions were anathematic to the entire community.,他的行為受到整個社區的強烈譴責。
antipathy,反感；厭惡,She felt a deep antipathy toward the idea of injustice.,她對不公的想法深感厭惡。
apotheosis,頂峰；神化,The victory was the apotheosis of their season.,那場勝利是他們這個賽季的巔峰。
asseverate,鄭重聲明；斷言,She asseverated that she had never seen him before.,她鄭重聲明從未見過他。
assiduous,刻苦的；勤勉的,His assiduous efforts earned him top marks.,他勤勉不懈，獲得了最高分。
augur,預示；預言,The dark clouds augur a storm.,烏雲預示著暴風雨即將來臨。
baleful,有害的；惡意的,His baleful glare made everyone uneasy.,他惡意的凝視讓人不寒而慄。
blithe,無憂無慮的；輕率的,She had a blithe disregard for the rules.,她隨意無視規則，毫不在意。
bumptious,傲慢的；自誇的,His bumptious behavior alienated his friends.,他自誇自大的行為疏遠了朋友。
capitulate,投降；屈服,The army capitulated after weeks of fierce fighting.,經過數週激戰後，軍隊不得不投降。
coalesce,聯合；合併,Various factions coalesced into a single movement.,各派系最終合併成一個運動。
commensurate,相稱的；同量的,Salary will be commensurate with experience.,薪資將與經驗相符。
compunction,疑慮；良心的不安,He had no compunction about evading taxes.,他對逃稅毫無愧疚之心。
contumacious,頑抗的；不服從的,The contumacious student was sent to the principal’s office.,那位不服管教的學生被送到校長辦公室。
contravene,違反；抵觸,His actions contravene company policy.,他的行為違反了公司政策。
corporeal,身體的；物質的,The ghost lacked any corporeal form.,那個幽靈沒有任何實體形態。
credulous,輕信的；易受騙的,The con artist targeted credulous victims.,那騙子專挑易受騙的人下手。
decry,強烈譴責；公開抨擊,Activists decried the new law as unjust.,活動家強烈譴責這條新法不公平。
defray,支付；負擔(費用),The scholarship will defray tuition costs.,獎學金將支付學費。
demagogue,煽動者；群眾領袖,The demagogue stirred up public anger.,這位煽動者激起了公眾的憤怒。
desuetude,廢止；不用,The old customs fell into desuetude.,這些舊習俗逐漸被棄置不用。
diaphanous,透明的；精緻的,She wore a diaphanous gown that floated around her.,她穿著一件飄逸透明的長袍。
dissemble,掩飾；假裝,He dissembled his true feelings.,他掩飾了自己的真實情感。
ebullient,熱情洋溢的；沸騰的,Her ebullient personality lit up the room.,她充滿朝氣的個性讓整個房間都活了起來。
effulgent,光輝的；燦爛的,The sunrise was truly effulgent.,日出時分景象燦爛奪目。
emollient,潤膚的；緩和劑,"The lotion had a soothing, emollient effect on her skin.",乳液對她的皮膚有舒緩滋潤的效果。
encomium,高度讚揚；頌詞,The retiring professor received an encomium from colleagues.,退休教授收到同僚們的盛大頌詞。
ersatz,偽造的；代用的,The ersatz leather felt cheap and flaky.,那仿皮感覺廉價且易剝落。
evanescent,逐漸消失的；短暫的,Beauty can be evanescent if not cherished.,若不珍惜，美麗轉瞬即逝。
excoriate,嚴厲譴責；剝皮,Critics excoriated the novel for its shallow characters.,評論家嚴厲批評這部小說人物膚淺。
execrate,痛斥；憎惡,People execrated the tyrant’s cruel regime.,人們痛斥暴君的殘酷統治。
exegesis,解釋；註釋,The scholar’s exegesis of the text was groundbreaking.,學者對文本的註解具有開創性意義。
expatiate,詳述；漫遊,He expatiated on the topic for over an hour.,他就該主題詳細講述了一個多小時。
facetious,輕浮的；滑稽的,His facetious tone lightened the serious debate.,他滑稽的語調緩解了嚴肅的辯論氣氛。
fatuous,愚昧的；昏庸的,The suggestion was met with fatuous laughter.,那建議招來愚蠢的笑聲。
feckless,無效的；無力的,His feckless approach led to disaster.,他無能的做法導致了災難。
gainsay,否認；反駁,No one could gainsay her authority.,無人能否認她的權威。
granary,穀倉；糧倉,The region was known as the country’s granary.,該地區被稱為國家的糧倉。
halcyon,寧靜的；繁榮的,They often spoke of those halcyon days.,他們常談起那些寧靜繁榮的歲月。
hegemony,霸權；主導權,The empire’s hegemony extended across continents.,帝國的霸權延伸到各大洲。
hermetic,密封的；深奧的,The lab was kept hermetic to avoid contamination.,實驗室保持密封以防污染。
hinterland,腹地；內陸地區,Traders relied on the coastal city’s access to the hinterland.,商人依賴沿海城市通往內陸的通道。
homiletic,布道的；說教的,His speech had a homiletic quality that bored some listeners.,他的演說帶有說教意味，讓一些聽眾感到厭倦。
imprimatur,認可；批准,The project received official imprimatur from the council.,該專案獲得了議會的正式批准。
impart,傳授；賦予,Teachers impart knowledge to eager students.,老師將知識傳授給渴求的學生。
imprecation,詛咒；惡言,He muttered imprecations under his breath.,他在低聲咒罵。
impugn,質疑；指責,She impugned the testimony’s credibility.,她質疑了證詞的可信度。
inchoate,初步的；未成形的,The idea was still inchoate and needed refinement.,這個想法仍處於初步階段，需要進一步完善。
indurate,使硬化；使無情,Years of hardship had indurated his heart.,多年艱苦使他的心變得堅硬無情。
insurgent,起義者；造反的,The insurgent forces overran the capital.,起義軍佔領了首都。
interdict,禁止；制止,The authorities interdicted the shipment.,當局禁止了該批貨物。
intransigent,不妥協的；固執的,Both sides remained intransigent during negotiations.,談判期間雙方都固執己見，毫不妥協。
invective,辱罵；惡言,His speech was filled with invective against his rivals.,他的演講充斥著對競爭對手的辱罵。
